Course,Location,Utilization Rate,Course Waitlist,Visits,Coordinates
Tiny Tots Swim,East York Community Centre,1,0,9,"43.6909001,-79.34910789999998"
Tiny Tots Swim,East York Community Centre,1,0,9,"43.6909001,-79.34910789999998"
Tiny Tots Swim,East York Community Centre,1,0,9,"43.6909001,-79.34910789999998"
Ultra Swim 7,St. Lawrence Community Recreation Centre,0.3,0,27,"43.6497792,-79.3650356"
Swim Patrol,Douglas Snow Aquatic Centre,0.0833,0,9,"43.7674564,-79.41324200000003"
Swim Patrol,Douglas Snow Aquatic Centre,0.25,0,27,"43.7674564,-79.41324200000003"
Swim Patrol,Douglas Snow Aquatic Centre,0.0833,0,9,"43.7674564,-79.41324200000003"
Ultra Swim 4,Main Square Community Centre,0.75,0,54,"43.6866214,-79.3005159"
Ultra Youth Swim 1,Main Square Community Centre,0.875,3,63,"43.6866214,-79.3005159"
Ultra Swim 5,Main Square Community Centre,0.625,0,45,"43.6866214,-79.3005159"
Ultra Swim 5,Main Square Community Centre,0.875,0,63,"43.6866214,-79.3005159"
Ultra Swim 1,Regent Park Aquatic Centre,0.8333,13,40,"43.6542599,-79.36063589999998"
Ultra Swim 1,Main Square Community Centre,0.8333,8,45,"43.6866214,-79.3005159"
Tri Private Ultra Swim 1,Main Square Community Centre,1,2,27,"43.6866214,-79.3005159"
Tiny Tots Swim,Main Square Community Centre,1,1,9,"43.6866214,-79.3005159"
Tiny Tots Swim,Main Square Community Centre,1,1,9,"43.6866214,-79.3005159"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Ultra Swim 1,Emery Collegiate Institute,0.5,0,27,"43.74845029999999,-79.538566"
Ultra Swim 1,Emery Collegiate Institute,1,0,54,"43.74845029999999,-79.538566"
Ultra Swim 3,Emery Collegiate Institute,1,9,54,"43.74845029999999,-79.538566"
Ultra Swim 1,Emery Collegiate Institute,0.8333,0,45,"43.74845029999999,-79.538566"
Ultra Swim 3,Emery Collegiate Institute,1,10,54,"43.74845029999999,-79.538566"
Ultra Swim 3,Emery Collegiate Institute,1,2,54,"43.74845029999999,-79.538566"
Ultra Swim 1,Emery Collegiate Institute,1,3,54,"43.74845029999999,-79.538566"
Ultra Swim 1,The Elms Community School,1,10,54,"43.72223289999999,-79.55296820000001"
Ultra Swim 1,The Elms Community School,0.8333,4,45,"43.72223289999999,-79.55296820000001"
Guardian Swim 1,Norseman Community School And Pool,0.7,1,63,"43.6345864,-79.51572870000001"
Guardian Swim 1,Norseman Community School And Pool,0.5,0,45,"43.6345864,-79.51572870000001"
Preschool Swim 2: Stingray,Norseman Community School And Pool,1,0,36,"43.6345864,-79.51572870000001"
Star Patrol,Regent Park Aquatic Centre,1,4,28,"43.6542599,-79.36063589999998"
Rookie Patrol,Regent Park Aquatic Centre,0.75,5,21,"43.6542599,-79.36063589999998"
Ranger Patrol,Regent Park Aquatic Centre,1,1,28,"43.6542599,-79.36063589999998"
Preschool Swim 3: Otter,Regent Park Aquatic Centre,1,7,28,"43.6542599,-79.36063589999998"
Preschool Swim 2: Stingray,Regent Park Aquatic Centre,1,13,28,"43.6542599,-79.36063589999998"
Preschool Swim 1: Penguin,Regent Park Aquatic Centre,1,21,32,"43.6542599,-79.36063589999998"
Ultra Swim 5,Emery Collegiate Institute,0.75,0,54,"43.74845029999999,-79.538566"
Ultra Swim 3,Emery Collegiate Institute,1,13,54,"43.74845029999999,-79.538566"
Preschool Swim 3: Otter,Norseman Community School And Pool,1,1,36,"43.6345864,-79.51572870000001"
Preschool Swim 3: Otter,Norseman Community School And Pool,1,3,36,"43.6345864,-79.51572870000001"
Competitive Gymnastics - Level 7+,Masaryk- Cowan Community Centre,0.05,0,7,"43.63981159999999,-79.4329396"
Competitive Gymnastics - Level 7+,Masaryk- Cowan Community Centre,0.9,17,126,"43.63981159999999,-79.4329396"
Preschool Swim 1: Penguin,Main Square Community Centre,1,3,36,"43.6866214,-79.3005159"
Ultra Swim 5,Douglas Snow Aquatic Centre,0.75,0,48,"43.7674564,-79.41324200000003"
Ultra Swim 5,Douglas Snow Aquatic Centre,0.75,0,54,"43.7674564,-79.41324200000003"
Preschool Swim 4: Dolphin,Main Square Community Centre,1,0,36,"43.6866214,-79.3005159"
Ultra Swim 2,Main Square Community Centre,1,1,54,"43.6866214,-79.3005159"
Tiny Tots Swim,Annette Community Recreation Centre,1,0,9,"43.6551041,-79.45940150000001"
Ultra Swim 2,Main Square Community Centre,1,4,54,"43.6866214,-79.3005159"
Tri Private Ultra Swim 2,Douglas Snow Aquatic Centre,1,0,21,"43.7674564,-79.41324200000003"
Tri Private Ultra Swim 3,Mary McCormick Recreation Centre,0.6667,0,16,"43.64726100000001,-79.43329130000001"
Ultra Swim 3,Cummer Park Community Centre,1,0,56,"43.79916619999999,-79.37119469999999"
Tri Private Ultra Swim 3,Mary McCormick Recreation Centre,0.6667,0,14,"43.64726100000001,-79.43329130000001"
Tiny Tots Swim,Mary McCormick Recreation Centre,1,0,8,"43.64726100000001,-79.43329130000001"
Tiny Tots Swim,Mary McCormick Recreation Centre,1,3,8,"43.64726100000001,-79.43329130000001"
Preschool Swim 2: Stingray,Cummer Park Community Centre,1,0,48,"43.79916619999999,-79.37119469999999"
Ultra Swim 5,Emery Collegiate Institute,0.75,0,54,"43.74845029999999,-79.538566"
Tiny Tots Swim,Annette Community Recreation Centre,1,0,9,"43.6551041,-79.45940150000001"
Ultra Swim 5,Emery Collegiate Institute,0.625,1,45,"43.74845029999999,-79.538566"
Preschool Swim 1: Penguin,Beaches Recreation Centre,1,1,36,"43.674287,-79.29778629999998"
Preschool Swim 1: Penguin,Beaches Recreation Centre,0.5,1,18,"43.674287,-79.29778629999998"
Preschool Swim 1: Penguin,Beaches Recreation Centre,0.5,0,18,"43.674287,-79.29778629999998"
Ultra Swim 5,Emery Collegiate Institute,0.625,0,45,"43.74845029999999,-79.538566"
Preschool Swim 1: Penguin,Nelson A. Boylen Collegiate Institute,1,0,32,"43.7175035,-79.49534599999998"
Tri Private Ultra Swim 8,Douglas Snow Aquatic Centre,0.3333,0,8,"43.7674564,-79.41324200000003"
Preschool Swim 1: Penguin,Nelson A. Boylen Collegiate Institute,1,0,32,"43.7175035,-79.49534599999998"
Ultra Swim 4 - Small Group,Memorial Pool And Health Club,1,0,36,"43.6479023,-79.51853979999999"
Preschool Swim 2: Stingray,Cummer Park Community Centre,1,0,48,"43.79916619999999,-79.37119469999999"
Ultra Swim 4,Mary McCormick Recreation Centre,1,0,64,"43.64726100000001,-79.43329130000001"
Ultra Swim 4,Mary McCormick Recreation Centre,0.75,0,48,"43.64726100000001,-79.43329130000001"
Ultra Swim 4,Mary McCormick Recreation Centre,0.875,2,49,"43.64726100000001,-79.43329130000001"
Tri Private Ultra Swim 5,Douglas Snow Aquatic Centre,0.3333,0,7,"43.7674564,-79.41324200000003"
Ultra Swim 3,Antibes Community Centre,0.6667,10,40,"43.7810253,-79.44691879999999"
Ultra Swim 3,Antibes Community Centre,1,6,54,"43.7810253,-79.44691879999999"
Ultra Swim 2,Mary McCormick Recreation Centre,0.8333,4,40,"43.64726100000001,-79.43329130000001"
Ultra Swim 2,Mary McCormick Recreation Centre,1,0,48,"43.64726100000001,-79.43329130000001"
Ultra Swim 2,Mary McCormick Recreation Centre,1,0,42,"43.64726100000001,-79.43329130000001"
Tri Private Ultra Swim 3,Cummer Park Community Centre,1,0,24,"43.79916619999999,-79.37119469999999"
Ultra Swim 6 - Small Group,Annette Community Recreation Centre,0.5,0,18,"43.6551041,-79.45940150000001"
Ultra Swim 6 - Small Group,Annette Community Recreation Centre,0.75,0,27,"43.6551041,-79.45940150000001"
Ultra Swim 6 - Small Group,Annette Community Recreation Centre,1,1,36,"43.6551041,-79.45940150000001"
Ultra Swim 6 - Small Group,Annette Community Recreation Centre,0.5,0,18,"43.6551041,-79.45940150000001"
Guardian Swim 1,Antibes Community Centre,0.6,6,54,"43.7810253,-79.44691879999999"
Guardian Swim 1,Antibes Community Centre,1,5,90,"43.7810253,-79.44691879999999"
Preschool Swim 1: Penguin,North Toronto Memorial Community Centre,1,5,36,"43.7061669,-79.40532659999997"
Ultra Swim 8 - Small Group,Annette Community Recreation Centre,0.75,0,27,"43.6551041,-79.45940150000001"
Ultra Swim 3,Main Square Community Centre,1,6,54,"43.6866214,-79.3005159"
Ultra Swim 1,Nelson A. Boylen Collegiate Institute,1,0,48,"43.7175035,-79.49534599999998"
Ultra Swim 1,Nelson A. Boylen Collegiate Institute,0.8333,0,40,"43.7175035,-79.49534599999998"
Ultra Swim 6,Douglas Snow Aquatic Centre,0.8,0,56,"43.7674564,-79.41324200000003"
Ultra Swim 5,Nelson A. Boylen Collegiate Institute,0.75,0,48,"43.7175035,-79.49534599999998"
Ultra Swim 5,Nelson A. Boylen Collegiate Institute,0.25,0,16,"43.7175035,-79.49534599999998"
Ultra Swim 4,Joseph J. Piccininni Community Centre,1,0,72,"43.6744016,-79.4524571"
Ultra Swim 1,Douglas Snow Aquatic Centre,0.25,0,18,"43.7674564,-79.41324200000003"
Ultra Swim 1,Douglas Snow Aquatic Centre,1,1,72,"43.7674564,-79.41324200000003"
Ultra Swim 1,Cummer Park Community Centre,1,0,64,"43.79916619999999,-79.37119469999999"
Ultra Swim 1,Douglas Snow Aquatic Centre,1.125,1,81,"43.7674564,-79.41324200000003"
Guardian Swim 2,Joseph J. Piccininni Community Centre,0.9,0,81,"43.6744016,-79.4524571"
Guardian Swim 2,Joseph J. Piccininni Community Centre,0.9,3,81,"43.6744016,-79.4524571"
Preschool 1: Penguin,Vaughan Road Academy,0.75,0,27,"43.6913405,-79.43698410000002"
Preschool 1: Penguin,Vaughan Road Academy,0.8333,0,45,"43.6913405,-79.43698410000002"
Tennis: Semi-Private : Beginner,Trinity Bellwoods Park,1,0,14,"43.6464131,-79.41306609999998"
Preschool 1: Penguin,Vaughan Road Academy,1,0,36,"43.6913405,-79.43698410000002"
Tiny Tots Swim,East York Community Centre,1,1,9,"43.6909001,-79.34910789999998"
Preschool Swim 2: Stingray,Leaside Memorial Gardens Pool,0.75,2,27,"43.7020811,-79.36010799999997"
Preschool Swim 2: Stingray,Leaside Memorial Gardens Pool,1,0,36,"43.7020811,-79.36010799999997"
Preschool Swim 2: Stingray,Leaside Memorial Gardens Pool,1,0,36,"43.7020811,-79.36010799999997"
Preschool Swim 2: Stingray,Leaside Memorial Gardens Pool,1,3,36,"43.7020811,-79.36010799999997"
Guardian Swim 1,Regent Park Aquatic Centre,1,16,70,"43.6542599,-79.36063589999998"
Ultra Swim 3,The Elms Community School,1,13,54,"43.72223289999999,-79.55296820000001"
Ultra Swim 3,The Elms Community School,1,12,54,"43.72223289999999,-79.55296820000001"
Preschool Swim 3: Otter,Vaughan Road Academy,0.75,0,27,"43.6913405,-79.43698410000002"
Tiny Tots Swim,Matty Eckler Recreation Centre,1,0,8,"43.6680898,-79.33898669999996"
Ultra Swim 5,Beaches Recreation Centre,0.625,0,45,"43.674287,-79.29778629999998"
Ultra Swim 5,Beaches Recreation Centre,0.25,0,18,"43.674287,-79.29778629999998"
Ultra Swim 8 - Small Group,Annette Community Recreation Centre,0.5,0,18,"43.6551041,-79.45940150000001"
Ultra Swim 8 - Small Group,Annette Community Recreation Centre,0.5,0,18,"43.6551041,-79.45940150000001"
Challenge Gold,North Toronto Memorial Community Centre,0.2,0,18,"43.7061669,-79.40532659999997"
Challenge Bronze,North Toronto Memorial Community Centre,0.1,0,9,"43.7061669,-79.40532659999997"
Ultra Swim 6 - Small Group,Memorial Pool And Health Club,1,1,36,"43.6479023,-79.51853979999999"
Stroke Improvement,Norseman Community School And Pool,0.125,0,9,"43.6345864,-79.51572870000001"
Stroke Improvement,Norseman Community School And Pool,1,6,72,"43.6345864,-79.51572870000001"
Ultra Swim 2,Douglas Snow Aquatic Centre,1,0,48,"43.7674564,-79.41324200000003"
Challenge Silver,North Toronto Memorial Community Centre,0.1,0,9,"43.7061669,-79.40532659999997"
Challenge Gold,North Toronto Memorial Community Centre,0.2,0,18,"43.7061669,-79.40532659999997"
SPLASH Swim Team,The Elms Community School,0.9333,7,448,"43.72223289999999,-79.55296820000001"
Ultra Swim 3,Scadding Court Community Centre,0.8333,4,45,"43.6509638,-79.40462300000002"
Yoga - Child,Stephen Leacock Community Centre,0.9167,1,99,"43.7870239,-79.30183669999997"
Drumming - Private,Trinity Community Recreation Centre,1,0,8,"43.6480604,-79.41482500000001"
Drumming - Private,Trinity Community Recreation Centre,1,0,8,"43.6480604,-79.41482500000001"
SPLASH Swim Team,Lambton-Kingsway Outdoor Pool,0.9333,4,448,"43.6580361,-79.5078221"
SPLASH Swim Team,West Mall Outdoor Pool - Outdoor Pool,0.9333,0,252,"43.64103069999999,-79.56631440000001"
Ultra Swim 6,St. Lawrence Community Recreation Centre,0.5,0,45,"43.6497792,-79.3650356"
Ultra Swim 4,St. Lawrence Community Recreation Centre,1,0,72,"43.6497792,-79.3650356"
Ultra Swim 4,St. Lawrence Community Recreation Centre,0.5,0,36,"43.6497792,-79.3650356"
Ultra Swim 3,St. Lawrence Community Recreation Centre,0.8333,8,45,"43.6497792,-79.3650356"
Ultra Swim 1,St. Lawrence Community Recreation Centre,0.3333,1,18,"43.6497792,-79.3650356"
Ultra Swim 1,St. Lawrence Community Recreation Centre,1,0,54,"43.6497792,-79.3650356"
Ultra Swim 1,St. Lawrence Community Recreation Centre,1,1,54,"43.6497792,-79.3650356"
Tiny Tots Swim,St. Lawrence Community Recreation Centre,1,6,18,"43.6497792,-79.3650356"
Bronze Medallion & Emergency First Aid (CPR B),Cummer Park Community Centre,0.3333,0,36,"43.79916619999999,-79.37119469999999"
SPLASH Swim Team,Eringate Park - Outdoor Pool,0.8667,0,416,"43.6625619,-79.58106329999998"
Ultra Swim 1,Douglas Snow Aquatic Centre,0.3333,0,16,"43.7674564,-79.41324200000003"
Piano - Private,Trinity Community Recreation Centre,1,4,8,"43.6480604,-79.41482500000001"
Piano - Private,Matty Eckler Recreation Centre,1,2,9,"43.6680898,-79.33898669999996"
Tiny Tots Swim,Matty Eckler Recreation Centre,1,0,8,"43.6680898,-79.33898669999996"
Ultra Swim 6,Leaside Memorial Gardens Pool,0.9,2,81,"43.7020811,-79.36010799999997"
Ultra Swim 6,Leaside Memorial Gardens Pool,1,0,90,"43.7020811,-79.36010799999997"
Ultra Swim 6,Leaside Memorial Gardens Pool,0.3,0,27,"43.7020811,-79.36010799999997"
Tri Private Ultra Swim 2,Matty Eckler Recreation Centre,1,0,24,"43.6680898,-79.33898669999996"
Tri Private Ultra Swim 3,Matty Eckler Recreation Centre,1,0,27,"43.6680898,-79.33898669999996"
Tri Private Ultra Swim 3,Matty Eckler Recreation Centre,1,0,24,"43.6680898,-79.33898669999996"
Ultra Swim 6,Leaside Memorial Gardens Pool,1,0,90,"43.7020811,-79.36010799999997"
Guardian Swim 1,St. Lawrence Community Recreation Centre,1,2,90,"43.6497792,-79.3650356"
Bronze Star & Basic 1st Aid (CPR-A),Cummer Park Community Centre,0.6667,0,64,"43.79916619999999,-79.37119469999999"
Bronze Cross,Cummer Park Community Centre,0.6667,0,64,"43.79916619999999,-79.37119469999999"
Bronze Medallion & Emergency First Aid (CPR B),Cummer Park Community Centre,0.5,0,48,"43.79916619999999,-79.37119469999999"
Ultra Swim 1,North Toronto Memorial Community Centre,0.5,0,24,"43.7061669,-79.40532659999997"
Tri Private Ultra Swim 1,North Toronto Memorial Community Centre,0.6667,2,16,"43.7061669,-79.40532659999997"
SPLASH Swim Team,North Toronto Memorial Community Centre,0.2,0,64,"43.7061669,-79.40532659999997"
Preschool Swim 1: Penguin,North Toronto Memorial Community Centre,0.75,4,27,"43.7061669,-79.40532659999997"
Junior Lifeguard Club,Memorial Pool And Health Club,0.6667,0,72,"43.6479023,-79.51853979999999"
Preschool Swim 1: Penguin,North Toronto Memorial Community Centre,0.75,4,27,"43.7061669,-79.40532659999997"
Preschool Swim 1: Penguin,Antibes Community Centre,1,8,36,"43.7810253,-79.44691879999999"
Ultra Swim 2,East York Community Centre,1,4,54,"43.6909001,-79.34910789999998"
Ultra Swim 2,East York Community Centre,1,0,54,"43.6909001,-79.34910789999998"
Preschool Swim 1: Penguin,North Toronto Memorial Community Centre,0.75,6,27,"43.7061669,-79.40532659999997"
Ultra Swim 4,Joseph J. Piccininni Community Centre,1,1,72,"43.6744016,-79.4524571"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Preschool Swim 1: Penguin,Antibes Community Centre,1,8,36,"43.7810253,-79.44691879999999"
Preschool Swim 1: Penguin,Antibes Community Centre,1,10,36,"43.7810253,-79.44691879999999"
Preschool Swim 1: Penguin,Antibes Community Centre,1,8,40,"43.7810253,-79.44691879999999"
Ultra Swim 2,East York Community Centre,1,5,54,"43.6909001,-79.34910789999998"
Challenge Silver,North Toronto Memorial Community Centre,0.1,1,9,"43.7061669,-79.40532659999997"
Tiny Tots Swim,Memorial Pool And Health Club,1,0,9,"43.6479023,-79.51853979999999"
Guitar - Private,Trinity Community Recreation Centre,1,0,8,"43.6480604,-79.41482500000001"
Guitar - Private,Trinity Community Recreation Centre,1,0,8,"43.6480604,-79.41482500000001"
Ultra Swim 3,Douglas Snow Aquatic Centre,0.5,0,28,"43.7674564,-79.41324200000003"
Ultra Swim 3,Douglas Snow Aquatic Centre,1,0,64,"43.7674564,-79.41324200000003"
Preschool Swim 2: Stingray,Douglas Snow Aquatic Centre,0.8333,1,35,"43.7674564,-79.41324200000003"
Preschool Swim 2: Stingray,Douglas Snow Aquatic Centre,0.8333,0,40,"43.7674564,-79.41324200000003"
Preschool Swim 2: Stingray,Douglas Snow Aquatic Centre,1,3,48,"43.7674564,-79.41324200000003"
Tri Private Ultra Swim 7,Matty Eckler Recreation Centre,1,0,24,"43.6680898,-79.33898669999996"
Tri Private Ultra Swim 4,Matty Eckler Recreation Centre,1,0,27,"43.6680898,-79.33898669999996"
Ultra Swim 2 - Small Group,Memorial Pool And Health Club,1,5,36,"43.6479023,-79.51853979999999"
Preschool Swim 2: Stingray,Mary McCormick Recreation Centre,0.75,1,24,"43.64726100000001,-79.43329130000001"
Ultra Swim 6,Matty Eckler Recreation Centre,0.7,1,63,"43.6680898,-79.33898669999996"
Ultra Swim 5,Matty Eckler Recreation Centre,0.875,0,63,"43.6680898,-79.33898669999996"
Ultra Swim 2,Matty Eckler Recreation Centre,0.8333,6,45,"43.6680898,-79.33898669999996"
Preschool Swim 1: Penguin,Memorial Pool And Health Club,1,5,36,"43.6479023,-79.51853979999999"
Preschool Swim 2: Stingray,Mary McCormick Recreation Centre,1,3,32,"43.64726100000001,-79.43329130000001"
Preschool Swim 2: Stingray,Mary McCormick Recreation Centre,1,1,28,"43.64726100000001,-79.43329130000001"
Ultra Swim 1,Leaside Memorial Gardens Pool,0.8333,4,45,"43.7020811,-79.36010799999997"
Ultra Swim 1,Leaside Memorial Gardens Pool,0.8333,0,45,"43.7020811,-79.36010799999997"
Ultra Swim 1,Leaside Memorial Gardens Pool,1,6,54,"43.7020811,-79.36010799999997"
Ultra Swim 1,Leaside Memorial Gardens Pool,1,0,54,"43.7020811,-79.36010799999997"
Challenge Bronze,North Toronto Memorial Community Centre,0.4,0,36,"43.7061669,-79.40532659999997"
Stroke Improvement,Richmond Gardens Outdoor Pool,0.625,0,30,"43.6828621,-79.54383539999998"
Stroke Improvement,Richmond Gardens Outdoor Pool,1,1,72,"43.6828621,-79.54383539999998"
Preschool Swim 1: Penguin,Memorial Pool And Health Club,1,0,36,"43.6479023,-79.51853979999999"
Ultra Swim 3 - Small Group,Swansea Community Recreation Centre,1,0,36,"43.64396319999999,-79.4775952"
Ultra Swim 1 - Small Group,Swansea Community Recreation Centre,0.75,0,27,"43.64396319999999,-79.4775952"
Preschool Swim 3: Otter,East York Community Centre,0.75,0,27,"43.6909001,-79.34910789999998"
Tennis: Semi-Private,Trinity Bellwoods Park,1,0,21,"43.6464131,-79.41306609999998"
Tennis: Semi-Private,Trinity Bellwoods Park,1,0,21,"43.6464131,-79.41306609999998"
Ultra Swim 2 - Small Group,Swansea Community Recreation Centre,0.75,2,27,"43.64396319999999,-79.4775952"
Preschool Swim 2: Stingray,Swansea Community Recreation Centre,1,1,36,"43.64396319999999,-79.4775952"
Preschool Swim 1: Penguin,Swansea Community Recreation Centre,1,1,36,"43.64396319999999,-79.4775952"
Tiny Tots Swim,Swansea Community Recreation Centre,1,1,9,"43.64396319999999,-79.4775952"
Tiny Tots Swim,Swansea Community Recreation Centre,1,1,9,"43.64396319999999,-79.4775952"
Tiny Tots Swim,Albion Pool And Health Club,1,0,8,"43.7398859,-79.58387240000002"
Ultra Swim 5,Albion Pool And Health Club,1,0,16,"43.7398859,-79.58387240000002"
Tennis: Private,Trinity Bellwoods Park,1,0,7,"43.6464131,-79.41306609999998"
Ultra Swim 2,Vaughan Road Academy,0.8333,0,45,"43.6913405,-79.43698410000002"
Ultra Swim 2,Vaughan Road Academy,1,1,54,"43.6913405,-79.43698410000002"
Ultra Swim 2,Vaughan Road Academy,1,0,18,"43.6913405,-79.43698410000002"
Ultra Swim 1,Vaughan Road Academy,1,0,54,"43.6913405,-79.43698410000002"
Ultra Swim 1,Vaughan Road Academy,0.75,0,27,"43.6913405,-79.43698410000002"
Ultra Swim 3,Scadding Court Community Centre,0.6667,2,36,"43.6509638,-79.40462300000002"
Dance: Ballet,Fairbank Memorial Community Centre,1,10,112,"43.6917299,-79.4475342"
Ultra Swim 3,Scadding Court Community Centre,0.8333,3,45,"43.6509638,-79.40462300000002"
Ultra Swim 4,Scadding Court Community Centre,1,3,72,"43.6509638,-79.40462300000002"
SPLASH Swim Team,West Deane Park - Outdoor Pool,0.9,0,486,"43.6604251,-79.56104640000001"
Ultra Swim 4,Scadding Court Community Centre,0.5,0,36,"43.6509638,-79.40462300000002"
Star Patrol,Regent Park Aquatic Centre,0.75,7,21,"43.6542599,-79.36063589999998"
Preschool Swim 4: Dolphin,Douglas Snow Aquatic Centre,0.3333,0,18,"43.7674564,-79.41324200000003"
Rookie Patrol,Regent Park Aquatic Centre,1,7,28,"43.6542599,-79.36063589999998"
Guardian Swim 3,Annette Community Recreation Centre,1,0,27,"43.6551041,-79.45940150000001"
Guardian Swim 2,Annette Community Recreation Centre,0.3333,0,9,"43.6551041,-79.45940150000001"
Guardian Swim 1,Annette Community Recreation Centre,1,0,36,"43.6551041,-79.45940150000001"
Guardian Swim 1,Annette Community Recreation Centre,1.25,0,45,"43.6551041,-79.45940150000001"
Ranger Patrol,Regent Park Aquatic Centre,1,7,28,"43.6542599,-79.36063589999998"
Preschool Swim 3: Otter,Regent Park Aquatic Centre,0.5,3,14,"43.6542599,-79.36063589999998"
Preschool Swim 2: Stingray,Regent Park Aquatic Centre,1,18,28,"43.6542599,-79.36063589999998"
Guardian Swim 1,Regent Park Aquatic Centre,1,14,70,"43.6542599,-79.36063589999998"
SPLASH Swim Team,Wedgewood Park - Outdoor Pool,0.6,0,288,"43.645155,-79.54664559999998"
Preschool Swim 1: Penguin,Annette Community Recreation Centre,1,3,36,"43.6551041,-79.45940150000001"
Guardian Swim 2,Annette Community Recreation Centre,1,0,27,"43.6551041,-79.45940150000001"
Guardian Swim 3,Annette Community Recreation Centre,0.6667,0,18,"43.6551041,-79.45940150000001"
Piano: Private,East York Community Centre,1,6,9,"43.6909001,-79.34910789999998"
Ultra Swim 9,Regent Park Aquatic Centre,0.7,3,49,"43.6542599,-79.36063589999998"
Preschool Swim 2: Stingray,Georges Vanier Secondary School,0.75,0,27,"43.7843046,-79.35148400000003"
Ultra Swim 5,Cummer Park Community Centre,0.625,0,45,"43.79916619999999,-79.37119469999999"
Ultra Swim 5,Cummer Park Community Centre,1,1,72,"43.79916619999999,-79.37119469999999"
Ultra Swim 4,Georges Vanier Secondary School,0.625,0,45,"43.7843046,-79.35148400000003"
Ultra Swim 9,Cummer Park Community Centre,0.8,0,72,"43.79916619999999,-79.37119469999999"
Ultra Swim 8,Cummer Park Community Centre,0.7,1,63,"43.79916619999999,-79.37119469999999"
Ultra Swim 8,Cummer Park Community Centre,0.8,0,72,"43.79916619999999,-79.37119469999999"
Ultra Swim 5,Cummer Park Community Centre,1,0,72,"43.79916619999999,-79.37119469999999"
Ultra Swim 5,Cummer Park Community Centre,0.75,0,54,"43.79916619999999,-79.37119469999999"
Ultra Swim 9,Vaughan Road Academy,0.2,0,8,"43.6913405,-79.43698410000002"
Ultra Swim 8,Vaughan Road Academy,0.2,0,8,"43.6913405,-79.43698410000002"
Ultra Swim 7,Regent Park Aquatic Centre,0.4,0,32,"43.6542599,-79.36063589999998"
Ultra Swim 3,Regent Park Aquatic Centre,0.8333,7,40,"43.6542599,-79.36063589999998"
Ultra Swim 5,North Toronto Memorial Community Centre,0.5,0,32,"43.7061669,-79.40532659999997"
Ultra Swim 3,North Toronto Memorial Community Centre,0.25,0,18,"43.7061669,-79.40532659999997"
Ultra Swim 4,Regent Park Aquatic Centre,0.8333,10,40,"43.6542599,-79.36063589999998"
Ultra Swim 1,Regent Park Aquatic Centre,0.6667,9,32,"43.6542599,-79.36063589999998"
Preschool Swim 1: Penguin,Regent Park Aquatic Centre,1,16,32,"43.6542599,-79.36063589999998"
Ultra Swim 2,East York Community Centre,1,3,54,"43.6909001,-79.34910789999998"
Ultra Swim 9,Cummer Park Community Centre,1,0,90,"43.79916619999999,-79.37119469999999"
Stroke Improvement,Westmount Park - Outdoor Pool,0.625,0,40,"43.7724257,-79.25771299999997"
Preschool Swim 2: Stingray,Main Square Community Centre,1,2,36,"43.6866214,-79.3005159"
Preschool Swim 2: Stingray,The Elms Community School,1,5,36,"43.72223289999999,-79.55296820000001"
Preschool Swim 2: Stingray,The Elms Community School,1,6,36,"43.72223289999999,-79.55296820000001"
Guardian Swim 2,Norseman Community School And Pool,0.4,0,36,"43.6345864,-79.51572870000001"
Guardian Swim 2,Norseman Community School And Pool,0.2,0,18,"43.6345864,-79.51572870000001"
SPLASH Swim Team,Rotary Peace Park - Outdoor Pool,0.8333,5,400,"43.5944528,-79.5071193"
Ultra Swim 1,Antibes Community Centre,1,5,60,"43.7810253,-79.44691879999999"
Ultra Swim 1,Antibes Community Centre,0.6667,6,36,"43.7810253,-79.44691879999999"
Ultra Swim 1,Antibes Community Centre,1,5,54,"43.7810253,-79.44691879999999"
Ultra Swim 1,Antibes Community Centre,0.6667,9,36,"43.7810253,-79.44691879999999"
Ultra Swim 3,Vaughan Road Academy,0.3333,0,16,"43.6913405,-79.43698410000002"
Dance: Hip Hop,Main Square Community Centre,0.8,3,72,"43.6866214,-79.3005159"
Ultra Swim 5,Victoria Park SS,1,0,72,"43.7557513,-79.32155799999998"
Ultra Swim 5,Victoria Park SS,1,0,72,"43.7557513,-79.32155799999998"
Ultra Swim 5,Victoria Park SS,0.75,0,54,"43.7557513,-79.32155799999998"
Ultra Swim 4,Georges Vanier Secondary School,0.875,1,63,"43.7843046,-79.35148400000003"
Ultra Swim 4,Georges Vanier Secondary School,1,0,72,"43.7843046,-79.35148400000003"
Ultra Swim 2,Georges Vanier Secondary School,0.8333,0,45,"43.7843046,-79.35148400000003"
Ultra Swim 3,Georges Vanier Secondary School,1,0,54,"43.7843046,-79.35148400000003"
Ultra Swim 5,Victoria Park SS,0.5,0,36,"43.7557513,-79.32155799999998"
Preschool Swim 3: Otter,Georges Vanier Secondary School,1,0,36,"43.7843046,-79.35148400000003"
SPLASH Swim Team,Ourland Park - Outdoor Pool,0.8333,0,400,"43.6155335,-79.50870069999996"
Ultra Swim 6,Vaughan Road Academy,0.6,0,27,"43.6913405,-79.43698410000002"
